id,question1,question2,is_duplicate
924,Date of next visit for this condition (mm/dd/yy),Jefferson Hospital,1
925,State,1557 Edgewood Ave,0
926,Relationship,,0
927,Zip,Yes,1
928,Please provide the duration of these restrictions and limitations. From (mm/dd/yy):,'S',0
929,Was surgery performed?,Arthroscopy L Shouler,1
930,City,04-20-17,0
931,Home Telephone Number,EDITH,0
932,"Physician Name (Last Name, First Name, MI, Suffix) Please Print",61-1274265,0
933,4. Have you been hospitalized?,97 W Main St,0
934,Signature,06 13 83,0
935,Zip Code,"Employee, Spouse",0
936,"If yes, date hospitalized (mm/dd/yy):",09/10/18,1
937,Date of Birth (mm/dd/yy),40,0
938,Home Telephone Number,3711 LAUREL LANE,0
939,Date Signed,03-12-18,1
940,Physician Tax ID Number:,No,1
941,Are there any cognitive deficits or psychiatric conditions that imapact function?,No,1
942,Unknown,No,0
943,ft.,704-538-8617,1
944,City,09-10-18 afternoon,0
945,"If yes, how much do you want withheld from each check? (whole dollar amount)$",Yes,0
946,Diagnosis:,Vaginal C-Section,1
947,"Patient's Name (Last Name, First Name, MI, Suffix)","Champman, Roger, J.",0
948,Suffix,01 28 75,0
949,This claim is for:,,0
950,Gender,40,0
951,Please check all types of coverage you have with Unum,At work co-worker push back on me while turning shoulder,0
952,What are the other conditions that prevent the patient from working,,0
953,Primary beneficiary,,0
954,Is this condition the result of an accidental injury?,04-09-18,0
955,Medications (Please attach medication log),Percocel 51325,1
956,Provider Name,Yes,0
957,Physician's Tax ID Number:,04-20-17,0
958,State Income Tax,,0
959,Address,"LIFTING, BENDING, SQUATTING, SITTING TOO LONG.",0
960,"If yes, what was the last day that you worked? (mm/dd/yy)",No,1
961,Spouse DOB:,,0
962,Signature,859-301-2663,0
963,Date of last examination (mm/dd/yy):,04-15-17,1
964,Secodary ICD Code:,,0
965,EE Name:,"SMITH, HEIDI , J.",0
966,Expected Delivery Date (mm/dd/yy):,"CRAIG, THOMAS",1
967,Employee ID/Payroll #,emp928212,1
968,Work Telephone Number,3711 LAUREL LANE,0
969,Secondary Dianosis:,No,0
970,Specialty,,0
971,"If yes, on what date (mm/dd/yy)?",04-13-17,1
972,Through,Vaginal C-Section,0
973,Medical Specialty,Orthopedic,1
974,"If yes, have you received Workers' Compensation benefits for your occupational injury?",,0
975,"If yes, what procedure was performed?",Arthroscopy L Shouler,1
976,Primary ICD Code:,09-10-18,0
977,Suffix,MARGARITA,1
978,Home Telephone Number,,0
979,ft.,'S',0
980,"Patient Name (Last Name, First Name, MI, Suffix)",09/20/18,0
981,Medications (Please attach medication log),Jefferson Hills,0
982,"If yes, how much do you want withheld from each check? (whole dollar amount) $",20,1
983,Date of Discharge (mm/dd/yy),Yes,1
984,Date you were first treated by a physician (mm/dd/yy),Severe Pain,0
985,City,686-05-0758,0
986,Medical Specialty,8,0
987,Full Time (mm/dd/yy):,,0
988,Employer:,"SMITH, HEIDI , J.",1
989,Marital Status:,MAROUN,0
990,"If yes, please explain how the work related injury/illness occurred:",Yes,1
991,Policyholder Signature,04-15-17,1
992,4. Have you been hospitalized?,09-10-18 afternoon,0
993,"If yes, please explain how the work related injury/illness occurred:","Maroun, Marcus",0
994,"If yes, what is the relationship",No,0
995,(Telephone Number),914-890-5521,1
996,Social Security Number,"CRAIG, THOMAS",0
997,"3. In the past 12 months, have you or your spouse (if applying) been diagnosed with or received treatment by a medical professional for:",8,0
998,through (mm/dd/yy),565 Coal Valley Rd,0
999,State,41017,0
1000,Is patient still under your care?,04-13-17,0
1001,Are there any cognitive deficits or psychiatric conditions that imapact function?,Yes,0
1002,Preferred e-mail address (for confirmation purposes only),English,1
1003,Have you returned to work,04-18-17,0
1004,Cellular Telephone Number,No,0
1005,Specialty,(456) 672-5040,0
1006,Insured's Signature,04-15-17,0
1007,MI,08 10 68,1
1008,"If your patient has CURRENT RESTRICTIONS (activities patient should not do) and/or LIMITATIONS (activities patient cannot do) list below. Please be specific and understand that a reply of ""no work"" or ""totally disabled"" will not enable us to evaluate your patient's claim for benefits and may result in us having to contact you for clarification.","LIFTING, BENDING, SQUATTING, SITTING TOO LONG.",1
1009,What is your expected delivery date?,,0
1010,"Physical Name (Last Name, First Name, MI, Suffix) Please Print","Mullaney, Jason",1
1011,Fax Number,21-0046005,1
1012,Date you were first unable to work due to this medical condition (mm/dd/yy),TX,0
1013,Spouse/Partner's Name,,0
1014,City,09/21/1973,0
1015,Date of last office visit (mm/dd/yy):,22505,0
1016,Date of next visit for this condition (mm/dd/yy),Yes,1
1017,Signature of Physician,,0
1018,Date of Accident,Female,0
1019,Have you advised the patient to return to work?,08 10 68,0
1020,Work Telephone Number,p.m.,0
1021,Date of first visit for this current condition(s) (mm/dd/yy):,Yes,0
1022,Gender,Spouse/Domestic Partner,0
1023,Date the injury occurred (mm/dd/yy),Torn rotator Cuff,0
1024,"If yes, please provide treatment dates (mm/dd/yy): From",,0
1025,Zip,(456) 672-5040,1
1026,Home Address,Marshall,1
1027,Lanuage Preference,I was at Working trying to bring a box of tools into my workplace.,0
1028,City,(456) 672-5040,1
1029,Social Security Number,617-54-1889,0
1030,Is this a work related injury or accident?,Yes,1
1031,Date of Birth (mm/dd/yyyy),40,0
1032,Address,Percocel 51325,0
1033,State,NY,1
1034,What is your treatment plan?,04-13-17,0
1035,C. Information About the Patient (if different from Insured/Policyholder) Check one:,Spouse,1
1036,EE Name:,"HAYES, PAMELA, A",1
1037,Date,HUSBAND,0
1038,Date of first visit for this condition (mm/dd/yy),(456) 672-5040,0
1039,"2. For other than pregnancy, is your disability caused by",Injury,1
1040,Patient Telephone Number,905 331 8089,1
1041,Where and how did the injury occur?,,0
1042,Signature,'S',1
1043,(Telephone Number),04-15-17,0
1044,Gender,Female,1
1045,"If yes, what is the relationship",Orthopedic,0
1046,"Patient Name (Last Name, First Name, MI, Suffix)",08 10 68,1
1047,City,04-13-17,0
1048,EE Name:,"ROSEN , ALBERT , K",0
1049,Scheduled NUmber of Work Hours/week,612-843-1476,0
1050,"If no, do you intend to file a Workers' Compensation claim?",35203,0
1051,Date of Birth,,0
1052,"If yes, date of delivery (mm/dd/yy):",,0
1053,"If yes, employer name",No,1
1054,Date Surgery Performed (mm/dd/yy),04-13-17,1
1055,C. Information About the Patient (if different from Insured/Policyholder) Check one:,1739 DEANS LANE,0
1056,City,LAWNDALE,1
1057,"Please explain how your accident happend. (If you need more space, please attach a separate sheet of paper).",Fell while wrongly stepping down the stair at home,1
1058,First Name,ELMER,1
1059,Zip,Arlington Heights,0
1060,Social Security Number,No,0
1061,Unknown,"Maroun, Margarita B",0
1062,Suffix,EDITH,1
1063,Federal Income Tax:,20,1
1064,Has the patient been hospitalized?,09/18/18,0
1065,Zip,905 331 8089,1
1066,Work Telephone Number,WHITE PLAINS,0
1067,My Spouse:,914-890-5521,0
1068,Please include primary ICD Code or DSM-IV Multi-Axial diagnoses codes,,0
1069,Date the injury occurred (mm/dd/yy),MARIA D. WILLOUGHBY,0
1070,Insured's Signature,559-65-7651,0
1071,Date of Birth (mm/dd/yy),03 11 18,0
1072,Were you at work at the time of your accident?,915 704 8912,0
1073,Gender,MARIA D. WILLOUGHBY,0
1074,Medical Specialty,No,0
1075,Procedure,(456) 672-5040,0
1076,Accident Policy Number,,0
1077,"If yes, indicate date (mm/dd/yy):",565 Coal Valley Rd,0
1078,"If yes, expected return to work date (mm/dd/yy):",Full Time,1
1079,Do yo work for another employer?,08 10 68,0
1080,Address,'S',0
1081,What are the other conditions that prevent the patient from working,No,0
1082,"If yes, expected return to work date (mm/dd/yy):",,0
1083,Employer Name,104 02 8783,0
1084,Date (mm/dd/yyyy),,0
1085,Zip Code,Yes,0
1086,The State in which you work,IL,1
1087,"Name (First, Middle, Last)",WIFE,1
1088,Have you returned to work,04-13-17,0
1089,Home Address,WHITE PLAINS,1
1090,City,"Employee, Spouse",0
1091,Have you advised the patient to return to work?,1557 Edgewood Ave,0
1092,Date of Discharge (mm/dd/yy),04-15-17,1
1093,Date of Birth (mm/dd/yy),Female,0
1094,Cost per pay period,LAWYER,0
1095,Fax Number,01 28 75,0
1096,Treating Physician Name,MATTHEW J. LARKIN,1
1097,Zip,Jefferson Hospital,0
1098,Printed Name,"ARANDA, ELMER, F.",1
1099,Printed Name,"ARANDA, ELMER, F",1
1100,Have you stopped working?,03-11-18,1
1101,Fax Number,Yes,0
1102,Expected return to work date (mm/dd/yy):,09/20/18,1
1103,Medications (Please attach medication log),Yes,1
1104,Suffix,,0
1105,Patient's Height:,No,0
1106,St/PO Box,,0
1107,Patient's Height:,"5'6""",1
1108,Suffix,CLAUSEN,1
1109,Printed Name,559-65-7651,0
1110,Insured's Signature,,0
1111,Date of next visit for this condition (mm/dd/yy),04-13-17,0
1112,E-mail Address,495 202 8689,1
1113,Secondary Dianosis:,976 587 1052,0
1114,"If yes, please provide restrictions and limitations",No,1
1115,Date of Birth (mm/dd/yy),CLAUSEN EDITH S,1
1116,C. Information About the Patient (if different from Insured/Policyholder) Check one:,Spouse/Domestic Partner,0
1117,First Name,N,0
1118,Date od Birth (mm/dd/yy),495 202 8689,0
1119,"If yes, expected return to work date (mm/dd/yy):","ARANDA, ELMER, F",0
1120,My Spouse:,,0
1121,"If yes, please explain how:",Got hurt on the job,0
1122,Group Policy #:,"CRAIG, THOMAS",0
1123,Date of next examination (mm/dd/yy):,04-13-17,0
1124,Printed Name,914-890-5521,0
1125,State,AL,1
1126,Degree,,0
1127,Treating Physician Telephone Number,859-301-2663,0
1128,Number of Hours Worked on Date Last Worked,COYANOSA,0
1129,Please list specific duties of your accupation/job are you unable to perform due to your medical condition?,(456) 672-5040,0
1130,Physician's Tax ID Number:,No,1
1131,Diagnosis:,"M25.562, S83.242D",1
1132,Apt. #,COYANOSA,0
1133,Date of Birth (mm/dd/yy),No,0
1134,State,No,0
1135,in.,8,0
1136,The State in which you work,Married,0
1137,Provider Name,"Jason Mullaney, MD",1
1138,"If yes, please provide restrictions and limitations",04-15-17,1
1139,Were you at work at the time of your accident?,1739 DEANS LANE,0
1140,(Telephone Number),,0
1141,"If yes, as of what date? (mm/dd/yy)",41017,0
1142,This claim is for:,Spouse,0
1143,Date you were first treated by a physician (mm/dd/yy),Life Insurance,0
1144,Part-time hours per week:,08 10 68,0
1145,Did you advise your patient to stop working?,,0
1146,Customer #:,572617254,0
1147,"If yes, what procedure was performed?",09/18/18,1
1148,Zip,06 13 83,0
1149,The State in which you work,,0
1150,Telephone No.,(229) 460 6751,1
1151,City,"LIFTING, BENDING, SQUATTING, SITTING TOO LONG.",0
1152,[Optional Employee selected benefit],Hospital Confinement due to Covered Sickness,1
1153,III,04-18-17,0
1154,Hours per day,"Champman, Roger, J.",0
1155,Through,04-13-17,0
1156,Hospital/Facility Name,,0
1157,What is your medical condition?,At work co-worker push back on me while turning shoulder,1
1158,Home Address (Street/PO Box),704-538-8617,0
1159,Employee SSN:,'S',0
1160,Lanuage Preference,Spanish,0
1161,"Physician Name (Last Name, First Name, MI, Suffix) Please Print",859-817-7848,0
1162,(Telephone Number),MARCUS MAROUN,0
1163,[Optional Employee selected benefit],Wellness,1
1164,What symptoms is your patient reporting about his/her condition?,"Pain in Left Shoulder, limitation of motion",1
1165,First Name,JOSEPH,1
1166,Zip,79730,1
1167,Actual Delivery Date (mm/dd/yy,01 28 75,0
1168,"If yes, date hospitalized (mm/dd/yy):",09-10-18,1
1169,Primary Diagnosis:,,0
1170,"If yes, what type of delivery?",(456) 672-5040,0
1171,Suffix,ARANDA,1
1172,EE DOB:,02-27-79,1
1173,Prefered e-mail address (for confirmation purposes only),elmerfaranda83@yahoo.com,1
1174,Home Phone #,LAWYER,0
1175,Time of Accident a.m. p.m.,Fell while wrongly stepping down the stair at home,1
1176,Have you returned to work,15025,0
1177,Social Security Number,192-78-2587,1
1178,"Name of Patient (Last Name, Suffix, First Name, MI)",M51.26,0
1179,Unknown,"Jason Mullaney, MD",1
1180,Do you support your patient's return to work within the restrictions and limitations you provided?,,0
1181,Has the patient been hospitalized?,09/10/18,1
1182,"If yes, please provide treatment dates (mm/dd/yy): From",m25.512 m75.102,0
1183,Please provide the duration of these restrictions and limitations. From (mm/dd/yy):,2,0
1184,Date of first visit for this pregnancy (mm/dd/yy):,976 587 1052,0
1185,Signature,09-19-18,1
1186,"If yes, on what date (mm/dd/yy)?",Yes,0
1187,Employee ID/Payroll #,,0
1188,Date Signed,MARGARITA MARDUN,1
1189,Date you were first treated by a physician (mm/dd/yy),Group Short Term Disability,0
1190,Diagnosis:,English,0
1191,Number of Hours Worked on Date Last Worked,432 343 1836,0
1192,Employee's Name (Last Name,06 13 83,1
1193,"Name (First, Middle, Last)",MEGHAN C BROWN,0
1194,Mailing Address,(256) 293-5095,1
1195,Telephone Number where we can reach you,,0
1196,Medical Specialty,,0
1197,Employer Name,MEGHAN C BROWN,1
1198,Employee Name:,No,0
1199,(Telephone Number),617-54-1889,0
1200,State,NORTH CAROLINA,1
1201,"Insured's Name (Last Name, Suffix, First Name, MI)",MATTHEW J. LARKIN,0
1202,City,MINNEAPOLIS,1
1203,Date of Birth (mm/dd/yy),09/21/1973,0
1204,Group Accident,09/21/1973,1
1205,City,PA,1
1206,CURRENT RESTRICTIONS (activities patient should not do),Limited Use of Left Shoulder,1
1207,Does the spouse live in the US?,,0
1208,Gender,M,1
1209,Expected return to work date (mm/dd/yy):,09-19-18,0
1210,Date of Hire (mm/dd/yy),192-78-2587,0
1211,City,Marshall,1
1212,"If yes, what procedure was performed?",M51.26,0
1213,Has the patient been hospitalized?,04-13-17,0
1214,Have you advise the patient to return to work?,04-15-17,0
1215,Cost per pay period,,0
1216,Patient's Weight,L 4-5 disc herniation resulting in R Ls radiculopathy,1
1217,Address,560 SOUTH LOOP ROAD,1
1218,Language Preferences,04-12-17,0
1219,Telephone Number,Yes,0
1220,What is the name of your medical condition(s)?,Herniated Disc,1
1221,Social Security Number,MARGARITA MAROUN,0
1222,Insured's Signature,09-19-18,1
1223,Diagnosis:,CLAUSEN EDITH S,0
1224,My Spouse:,617-54-1889,0
1225,Date you were first unable to work due to this medical condition (mm/dd/yy),,0
1226,City,Jefferson Hospital,0
1227,ft.,6,1
1228,Date of Birth (mm/dd/yy),Fell while wrongly stepping down the stair at home,0
1229,"If yes, please explain how:",04-13-17,0
1230,Provider Name,No,0
1231,What is your expected delivery date? (mm/dd/yy),(456) 672-5040,0
1232,Is this condition the result of his/her employment,,0
1233,Last Name,"Craig, Thomas G.",0
1234,First Name,B,1
1235,Home Telephone Number,976 587 1052,1
1236,Cellular Telephone Number,976 587 1052,1
1237,Apt. #,,0
1238,Date of Birth (mm/dd/yy),618 22 1773,1
1239,Confinement Dates: (mm/dd/yy),Yes,0
1240,Employer:,"CRAIG, THOMAS",0
1241,Date of next visit for this condition (mm/dd/yy),06 13 83,0
1242,Other Family Member:,09-19-18,0
1243,"If yes, date hospitalized (mm/dd/yy):",565 Coal Valley Rd,0
1244,Telephone No.,04-15-17,0
1245,Degree,Blank,0
1246,Other Family Member:,"ARANDA, LINA / MOTHER",0
1247,Last Name,5410796314,0
1248,When did you first notice the symptoms?,ARANDA,0
1249,Spouse/Partner's Name,"Maroun, Marcus",1
1250,Please check the type of claim you re filing:,,0
1251,"Patient's Name (Last Name, Suffix, First Name, MI)",06 13 83,1
1252,in.,0,1
1253,"If yes, please provide restrictions and limitations",,0
1254,Suffix,10601,0
1255,Were you at work at the time of your accident?,5:30,0
